census_block_group,date_range_start,date_range_end,raw_visit_count,raw_visitor_count,visitor_home_cbgs,visitor_work_cbgs,distance_from_home,related_same_day_brand,related_same_month_brand,top_brands,popularity_by_hour,popularity_by_day
131210072002,1538352000,1541030400,197268,72191,"{""131510703061"":278,""130630406081"":256,""131510705022"":202,""131510702032"":194,""130630404101"":179,""131510703051"":166,""131210103042"":161,""131510702031"":159,""131210105103"":146,""131510703092"":141,""131210103011"":136,""131510702022"":136,""131210073001"":135,""131210073002"":127,""131510702053"":123,""130630404114"":122,""130630404132"":121,""131510701041"":119,""131510702033"":117,""131510704021"":110,""131510704042"":109,""130630404072"":108,""131510705011"":107,""130630406201"":106,""130630406211"":106,""130630406161"":105,""130630404083"":104,""131510703071"":104,""131510703043"":100,""130630405191"":100,""131510704022"":100,""131210105141"":99,""130630405154"":99,""131510704033"":98,""131510703112"":97,""130890234191"":96,""131210103012"":96,""130630404112"":94,""130630402032"":94,""130630406212"":93,""131210105151"":92,""131210105162"":92,""130890234233"":91,""130630406133"":90,""130630404122"":89,""131510705021"":88,""130890234213"":86,""131510703113"":85,""131210105131"":85,""131510704031"":84,""130630403081"":83,""131210105133"":83,""130890234231"":81,""130630405161"":80,""130630404111"":80,""131210072001"":80,""131210108003"":80,""131510702023"":80,""131510704032"":80,""131510701062"":79,""131131404073"":79,""131510702051"":79,""131510701043"":77,""130630402043"":77,""131210103032"":77,""130630403021"":76,""130630405222"":76,""131210105142"":76,""130630403023"":76,""131131405011"":75,""131210105112"":75,""130630405203"":74,""131210103041"":74,""131210028001"":73,""130890234241"":73,""130630405143"":73,""132310102001"":73,""130630404082"":73,""130890234181"":72,""131510701141"":72,""130630406093"":72,""130630404113"":71,""130630404092"":70,""130630405182"":70,""130630406082"":70,""131510701073"":68,""131131401013"":68,""130630404121"":68,""131510701103"":68,""130630404171"":67,""130630403072"":66,""130890234222"":66,""131350507241"":65,""131530211132"":65,""130630404081"":65,""130630403033"":65,""131210105081"":64,""130630403036"":61,""131131404051"":61,""130570903002"":61,""131510704041"":60,""130630404173"":60,""130630405262"":60,""131350505461"":60,""131510704023"":60,""130630406222"":59,""131131404033"":59,""131510702042"":58,""130630406131"":58,""131510701111"":58,""131510701081"":58,""130630404152"":57,""131210113052"":57,""130630402041"":57,""130630406191"":56,""130970801022"":56,""131131404042"":56,""131131404061"":56,""130630403071"":56,""131131403051"":56,""131510701082"":55,""131350502171"":55,""131510702052"":55,""131510701091"":55,""130630406122"":55,""131210077063"":55,""130630403024"":55,""131530212011"":55,""130630405091"":55,""130630403031"":55,""130630406092"":54,""131510703091"":54,""130639800001"":54,""130630406221"":53,""131350506063"":53,""130630406113"":53,""131510701042"":53,""131350507242"":53,""130630405101"":53,""130890233093"":52,""131210104003"":51,""130630404071"":51,""130630404131"":51,""130890234283"":51,""130630405133"":51,""130630404091"":51,""130630404161"":51,""131510701113"":50,""130630402042"":50,""130630406142"":50,""130630405221"":50,""130771706032"":50,""130630402021"":50,""132171005021"":50,""130771703031"":50,""130630403022"":50,""130630405123"":50,""131210105143"":50,""132551612004"":50,""130890234184"":50}","{""131210119002"":324,""130639800001"":284,""130630403081"":206,""131210019002"":168,""130890224022"":114,""131510704042"":112,""131210010012"":107,""131210101101"":106,""131210010021"":102,""131219800001"":98,""130630404101"":97,""131210035001"":97,""131510705022"":96,""131510702032"":96,""131510701141"":95,""131510703061"":94,""131210035002"":93,""131510702022"":87,""130630403061"":86,""131210100011"":85,""131210103032"":84,""131210105112"":83,""131210101151"":82,""130890234233"":81,""130590004023"":81,""130630402021"":78,""131210108003"":76,""131131405011"":72,""130670302292"":71,""131210021001"":70,""131210005001"":68,""131210116211"":67,""131510703041"":65,""131350503061"":61,""130311104041"":61,""130630406091"":61,""132470603043"":60,""131510703042"":57,""130630404071"":55,""130630404082"":55,""131210105103"":54,""130630404072"":54,""131510702053"":54,""131210004001"":54,""131210105142"":53,""131510703092"":53,""131131404041"":52,""131210078051"":52,""130890234232"":51,""130890212163"":50,""130630406093"":50}",41813,"[""QuikTrip""]","[""walmart"",""mcdonalds"",""Chick-fil-A"",""QuikTrip"",""Shell Oil"",""Wendy's"",""BP"",""Chevron"",""Waffle House"",""SUBWAY""]","[""The Home Depot"",""mcdonalds"",""United States Postal Service (USPS)"",""CITGO Petroleum"",""Super 8"",""Exxon Mobil"",""Bank of America"",""Chevron"",""National Association for the Education of Young Children (NAEYC)""]","[4895,4116,3733,4036,4617,6612,9624,12836,14399,14206,14733,15545,16112,16409,16804,16985,17478,16265,13297,10929,10093,8638,7184,6078]","{""Monday"":30933,""Tuesday"":31347,""Wednesday"":32279,""Thursday"":26948,""Friday"":28603,""Saturday"":25184,""Sunday"":21974}"
131210080003,1538352000,1541030400,9051,2267,{},{},9347,"[""Kroger"",""Chevron"",""Wendy's"",""BP"",""mcdonalds"",""Family Dollar Stores"",""Texaco""]","[""Chevron"",""walmart"",""Shell Oil"",""mcdonalds"",""QuikTrip"",""Kroger"",""Family Dollar Stores"",""BP"",""Chick-fil-A"",""Wendy's""]",[],"[1022,978,941,950,971,957,950,1133,1025,849,839,821,833,801,874,911,933,1000,1147,1073,1091,1079,1058,1062]","{""Monday"":1372,""Tuesday"":1400,""Wednesday"":1406,""Thursday"":1158,""Friday"":1288,""Saturday"":1225,""Sunday"":1202}"
131350505403,1538352000,1541030400,71877,14880,"{""131350502123"":210,""131350502132"":201,""131350501081"":190,""131350505382"":161,""131350505491"":157,""131350505461"":151,""131350506081"":140,""131350502131"":134,""131350506082"":133,""131350505401"":128,""131350505253"":128,""131350502102"":124,""131350502121"":117,""131350506071"":117,""131350505231"":115,""131350506063"":111,""131350505301"":110,""131350505471"":107,""131350505281"":104,""131350505383"":98,""131350505273"":98,""131350505271"":97,""131350505291"":97,""131350505282"":96,""131350501061"":95,""131350505472"":94,""131350501092"":93,""131350505272"":92,""131350507262"":91,""131350501071"":86,""131350505254"":86,""131350505111"":85,""131350502081"":82,""131350505492"":82,""131350505112"":80,""131350506072"":78,""131350502082"":77,""131350502101"":75,""131350506051"":75,""131350507241"":74,""131350505233"":73,""131350505381"":73,""131350505451"":70,""131350505453"":70,""131350505402"":69,""131350505251"":64,""131350506092"":64,""131350505481"":60,""131350505441"":60,""131350505352"":59,""131350502171"":59,""131350505463"":57,""131350505482"":55,""131350506053"":55,""131350505483"":54,""131350507243"":54,""131350502163"":54,""131350506062"":53,""131350501031"":51,""131350501091"":51,""131350505452"":50,""130131805011"":50,""131350505321"":50}","{""131350502121"":214,""131350505253"":154,""131350505232"":143,""131350505291"":124,""131350505362"":108,""131350502101"":102,""131350502163"":96,""131350505481"":87,""131350506052"":83,""130590004023"":82,""131350505272"":76,""131350502131"":73,""131350502162"":72,""131350506071"":71,""131350502151"":68,""131350505112"":58,""131350505211"":55,""131350505461"":52,""131210116222"":52,""131350505231"":52,""131210116211"":51}",12695,"[""QuikTrip"",""Chick-fil-A""]","[""QuikTrip"",""Chick-fil-A"",""walmart"",""mcdonalds"",""starbucks"",""Kroger"",""RaceTrac"",""Shell Oil"",""Waffle House"",""Chevron""]","[""Planet Fitness""]","[3516,3376,3304,3280,3369,3940,5300,6257,6006,5319,4986,4923,5250,5535,6056,6313,7525,8020,7136,6182,5589,4941,4179,3782]","{""Monday"":11560,""Tuesday"":12190,""Wednesday"":12196,""Thursday"":9627,""Friday"":9892,""Saturday"":8724,""Sunday"":7688}"
131350506061,1538352000,1541030400,116204,14495,"{""131350506063"":607,""131350506062"":418,""131350506092"":372,""131390016042"":234,""131350506051"":224,""131350506102"":224,""131350506103"":222,""131390016081"":208,""131350501063"":191,""131390016072"":187,""131350506093"":176,""131350506104"":174,""131350506071"":173,""131390016052"":171,""131350501031"":160,""131350506101"":158,""131350501071"":149,""131350506072"":141,""131350501052"":140,""131350506052"":138,""131390016073"":126,""131350501061"":110,""131390016071"":105,""130131801031"":97,""131390016031"":90,""131390015022"":85,""131350501081"":85,""131390015021"":84,""131350505483"":84,""131350506091"":79,""131390016051"":77,""131570101022"":75,""131350501032"":70,""131350501092"":69,""131350506081"":68,""131350502132"":67,""131350506053"":67,""131350506082"":67,""131570101032"":67,""131350505471"":64,""131350501064"":62,""131350502131"":61,""131570101031"":58,""131350501033"":57,""131390016032"":56,""131350501053"":55,""131350502123"":54,""131350501091"":52,""131570101011"":50}","{""131350506092"":396,""131350501051"":353,""131350506052"":183,""131390016062"":150,""131350506071"":147,""131350506062"":133,""131390014032"":124,""131350501052"":123,""131350502121"":98,""131350501062"":89,""131350501053"":84,""131390016031"":74,""131390016071"":68,""131350506063"":64,""131350505481"":60,""131350501064"":54,""131350502131"":53}",10831,"[""Chick-fil-A""]","[""Chick-fil-A"",""QuikTrip"",""walmart"",""mcdonalds"",""starbucks"",""Chevron"",""Kroger"",""Publix Super Markets"",""Wendy's"",""Waffle House""]","[""Kids 'R' Kids"",""Aflac (American Family Life Assurance)""]","[12366,12190,12093,12109,12118,12497,14015,15223,13356,10626,10035,9878,10458,10493,12345,14270,16835,17640,17664,15816,15230,14497,13602,12966]","{""Monday"":18583,""Tuesday"":19249,""Wednesday"":18809,""Thursday"":14812,""Friday"":16340,""Saturday"":15195,""Sunday"":13216}"
131350507292,1538352000,1541030400,124659,25929,"{""131350507241"":320,""131350507242"":281,""131350507262"":262,""131350507091"":224,""131350505461"":221,""131350507281"":217,""131350507093"":191,""131350507243"":183,""131350507233"":182,""131350507142"":173,""131350507184"":166,""131350507312"":161,""131350507283"":157,""132971105051"":156,""131350507141"":150,""131350507221"":150,""131350507232"":149,""131350507272"":147,""132971105073"":146,""131350506082"":144,""131350507301"":143,""131350507302"":143,""131350507273"":142,""131350507311"":140,""131350507282"":136,""131350507261"":136,""131350507131"":135,""131350507252"":133,""131350507092"":126,""132971106032"":123,""131350507213"":121,""131350507191"":120,""132971105031"":120,""131350507251"":118,""131350507211"":118,""131350507192"":105,""131350507182"":104,""130890219071"":102,""131350507231"":101,""131350505442"":101,""131350507181"":101,""131350505431"":97,""131350504292"":96,""132971101003"":95,""131350507214"":94,""131350506081"":91,""131350504291"":90,""131350504161"":90,""131350507151"":86,""131350507284"":84,""130890233162"":84,""130890233161"":84,""132971105063"":83,""132971106011"":82,""131350507253"":77,""131350504153"":76,""131350507202"":76,""131350504253"":74,""131350507153"":73,""132971105041"":72,""131350506071"":72,""132971105082"":68,""131350504303"":68,""131350504293"":67,""131350507152"":67,""132971106012"":67,""132971107002"":67,""131350507121"":67,""131350505321"":66,""130890233152"":65,""131350507201"":65,""131350504301"":65,""131350504283"":64,""131350505441"":64,""132971105042"":64,""132971106021"":63,""132971105071"":63,""131350507122"":62,""130890233121"":61,""131350507203"":57,""130131805011"":57,""131350507123"":54,""131350504281"":54,""132971105081"":54,""131350507133"":54,""130890233111"":54,""131350504162"":53,""132971106022"":52,""131350505463"":51}","{""131350507182"":216,""131350507241"":162,""132971105041"":142,""131350507232"":123,""131350504281"":109,""131350505461"":101,""131210119002"":99,""130890224022"":98,""132971106032"":93,""131350507242"":88,""131350504282"":85,""131350505441"":84,""131350505232"":75,""131350505362"":75,""131350505481"":74,""130890222031"":69,""131350507204"":67,""131350507181"":61,""131210019002"":59,""131350507122"":58,""131350505211"":57,""131350502151"":55,""131350507281"":54,""131350503061"":52,""131350507243"":51,""131350505421"":51,""131350502171"":50,""131210101101"":50}",15588,"[""QuikTrip"",""Chick-fil-A""]","[""walmart"",""QuikTrip"",""Chick-fil-A"",""mcdonalds"",""Chevron"",""Shell Oil"",""RaceTrac"",""Waffle House"",""Wendy's"",""Kroger""]","[""RaceTrac"",""Golden Corral"",""Ford Motor Company"",""Papa John's"",""InTown Suites"",""Bojangles'"",""Little Caesars"",""Shell Oil"",""Napa Auto Parts"",""Aflac (American Family Life Assurance)""]","[4896,4625,4435,4407,4652,5681,8670,9225,9381,9505,9416,9266,10065,10479,11278,11649,12972,12677,12498,10597,9048,7653,6443,5621]","{""Monday"":19663,""Tuesday"":19852,""Wednesday"":20323,""Thursday"":15761,""Friday"":17743,""Saturday"":16875,""Sunday"":14442}"
131390014032,1538352000,1541030400,242928,42407,"{""131390016081"":374,""131390016042"":355,""131350506092"":301,""131390014041"":295,""131390016031"":248,""131570101031"":238,""131350506063"":226,""131390016052"":222,""131390014031"":219,""131350506061"":213,""131390016072"":197,""131390013021"":193,""131390013022"":193,""131390014022"":190,""131390013011"":186,""131390013013"":184,""131390015022"":183,""131390015011"":182,""131390016032"":178,""131570101032"":176,""131390011021"":167,""130131801031"":164,""131390016041"":151,""131350506062"":151,""131570101022"":150,""131390002042"":146,""131390010041"":146,""131390014023"":143,""131390002041"":141,""133119503002"":138,""131570101012"":137,""131350501031"":137,""131390010022"":136,""131390002031"":134,""131350506101"":131,""131390012013"":131,""133119502012"":130,""131350501071"":130,""131390001012"":125,""131390016062"":125,""131350506071"":124,""131390012021"":124,""131570101011"":123,""131390007011"":120,""131350506102"":119,""131390006003"":119,""131390005004"":116,""131390003052"":115,""131390015021"":114,""131879602022"":114,""131390004004"":111,""131390002013"":111,""131390001011"":111,""131350501081"":106,""131390010023"":106,""131350506082"":105,""131390001022"":105,""131350502123"":105,""131390003042"":104,""131570101021"":104,""131390007021"":104,""131390006002"":103,""131350506051"":103,""131390015012"":102,""131390010032"":102,""131171301021"":101,""130119703001"":100,""131390001021"":98,""130131805011"":98,""131390016071"":97,""131390016061"":95,""131390016073"":95,""131390010021"":94,""131390007012"":94,""131350506072"":92,""131350502132"":87,""131570107021"":86,""131390012011"":85,""133119502013"":85,""131570107031"":85,""130119702002"":84,""131350501063"":84,""131350506103"":83,""131390004003"":83,""130131805031"":82,""131390002032"":82,""131390002012"":82,""131350502131"":82,""131350501061"":81,""131390003022"":81,""131570107023"":80,""131390002011"":80,""131390016051"":80,""131350506081"":79,""131350506093"":79,""131390012022"":78,""131350506104"":77,""131570102002"":77,""131879601011"":77,""131350501092"":77,""131390014021"":77,""133119503003"":76,""131390013012"":75,""131390007022"":75,""131350506052"":75,""131171301042"":75,""130131801051"":74,""130131803031"":74,""131370005003"":73,""131390008003"":73,""131390014042"":72,""132971101003"":71,""130119701001"":70,""130119703002"":70,""131370002011"":69,""133119502011"":69,""131390003051"":69,""131390010031"":68,""131350502121"":67,""131350505461"":67,""131390003024"":67,""131390009001"":67,""131390003041"":64,""131390003021"":63,""133119502032"":63,""131370002023"":62,""131390004001"":62,""131370004001"":62,""131879602011"":61,""131390009002"":61,""130859701002"":61,""131879601012"":61,""131350502171"":60,""131350505483"":60,""133119502031"":59,""133119502022"":59,""131350505471"":58,""131390005005"":57,""131390005002"":57,""131370005001"":57,""131171301041"":56,""131879602013"":56,""130859702023"":55,""132971105051"":54,""131350506053"":52,""131370002021"":52,""130119701002"":52,""131370006022"":52,""131390006001"":52,""130131803021"":51,""130131803022"":51,""131350501091"":50,""131370002012"":50}","{""131390013013"":354,""131390016062"":289,""131390006003"":218,""131390008003"":214,""131350501051"":206,""131390002042"":202,""131390014023"":191,""131350506092"":186,""131390016031"":176,""131390011021"":162,""131390003022"":151,""131390012013"":134,""131390011011"":133,""131390009003"":130,""131390014041"":130,""131350502121"":120,""131390006002"":112,""131350506071"":108,""131390001022"":102,""133119502032"":100,""131879602013"":99,""131171302022"":91,""131350506052"":85,""133119502012"":84,""131879602022"":84,""130131805011"":80,""131570107022"":77,""131390016071"":77,""130131802053"":76,""130119702001"":73,""131570107023"":72,""131370005003"":71,""131390016081"":70,""131350502151"":68,""131210119002"":62,""131570101021"":62,""131350501052"":61,""131390012012"":59,""131350502163"":58,""131350502101"":58,""131390008002"":57,""131350505481"":57,""131570101022"":55,""131350506062"":54,""131350502131"":54,""131879602023"":54,""131350501053"":54,""131171305103"":53,""131350501062"":53,""131390009001"":53,""131350502171"":52,""131390016032"":52,""132579703022"":52}",30512,"[""Chick-fil-A""]","[""Chick-fil-A"",""walmart"",""mcdonalds"",""QuikTrip"",""starbucks"",""Wendy's"",""RaceTrac"",""Waffle House"",""Zaxby's"",""Chevron""]","[""walmart"",""Sam's Club"",""mcdonalds"",""Ollie's Bargain Outlet"",""RaceTrac"",""starbucks"",""Goodwill Industries"",""Wendy's"",""QuikTrip"",""Zaxby's""]","[5285,4633,4407,4477,5244,6998,10456,20715,23717,24052,26038,27331,30356,28847,28071,28901,27568,27850,23084,18037,14385,10809,8452,6527]","{""Monday"":38747,""Tuesday"":38794,""Wednesday"":40464,""Thursday"":32281,""Friday"":35590,""Saturday"":29781,""Sunday"":27271}"
131510703071,1538352000,1541030400,106327,17293,"{""131510702032"":460,""131510702031"":423,""131510702022"":370,""131510704021"":298,""131510703061"":297,""131510705022"":285,""131510702033"":278,""131510703043"":223,""131510704033"":205,""131510704022"":199,""131510702023"":198,""131510702053"":195,""131510702051"":182,""131510702021"":180,""131510704042"":156,""131510703092"":148,""131510704023"":144,""131510704031"":143,""131510703102"":136,""131510704032"":129,""131510703113"":127,""131510704041"":118,""131510703051"":116,""131510703042"":114,""131510703112"":108,""131510702042"":89,""131510702052"":89,""131510703091"":89,""131510705021"":89,""131510703041"":82,""131510705011"":75,""131510703101"":74,""131510702041"":72,""131510703111"":71,""131510703103"":69,""131510701041"":69,""131510701103"":65,""131510701062"":64,""132171009031"":61,""130630406081"":61,""130351501001"":56,""132171009013"":56,""132551602003"":56,""132171009012"":55,""131510701102"":55,""131510703052"":52}","{""131510702022"":294,""131510702032"":281,""131510703041"":219,""131510704042"":171,""131510701141"":140,""131510703061"":137,""131510703042"":135,""131510704032"":130,""131510705022"":116,""131510702041"":98,""131510702053"":92,""131510703092"":89,""130639800001"":56,""131510703043"":53,""131510701142"":53,""132470603043"":51}",17176,"[""Chick-fil-A""]","[""walmart"",""Chick-fil-A"",""mcdonalds"",""QuikTrip"",""Waffle House"",""BP"",""Wendy's"",""Chevron"",""Publix Super Markets"",""Dollar General""]","[""Dollar General"",""Chase"",""The American Legion""]","[8314,8147,8069,8029,8094,8596,9795,12826,11322,9741,9342,9766,9837,9911,10993,11981,12575,13885,12655,11309,10481,9752,9138,8635]","{""Monday"":16747,""Tuesday"":17172,""Wednesday"":17343,""Thursday"":13978,""Friday"":15427,""Saturday"":13456,""Sunday"":12204}"
131850101012,1538352000,1541030400,40234,7434,"{""131739502004"":169,""131850101031"":116,""131850102024"":108,""131850101022"":100,""130199705002"":96,""131850102025"":94,""131850102023"":92,""131850106042"":90,""131850106043"":85,""131850101021"":84,""131850101011"":83,""131850101032"":77,""131850101024"":75,""130199706002"":72,""131850103012"":57}","{""131850101024"":159,""131850113013"":133,""131850104012"":71,""130199704002"":66,""131850113021"":62,""131850102024"":52}",14753,"[""Dollar General"",""walmart"",""Circle K Stores""]","[""Circle K Stores"",""walmart"",""Dollar General"",""Chick-fil-A"",""CITGO Petroleum"",""mcdonalds"",""Dairy Queen"",""Zaxby's"",""Wendy's"",""PetSmart""]","[""Dollar General"",""Shell Oil"",""Aflac (American Family Life Assurance)""]","[3544,3432,3360,3394,3521,3636,4418,5831,4695,4502,4680,4918,5076,4808,4865,5717,5627,5614,4796,4441,4430,4233,3938,3740]","{""Monday"":6594,""Tuesday"":6929,""Wednesday"":6458,""Thursday"":5537,""Friday"":5977,""Saturday"":4693,""Sunday"":4046}"
132379603004,1538352000,1541030400,10062,1827,"{""132379603002"":63,""132379603003"":55}",{},35304,"[""BP"",""walmart"",""Waffle House"",""Kroger""]","[""walmart"",""Chick-fil-A"",""mcdonalds"",""Kroger"",""Zaxby's"",""Dollar General"",""Dairy Queen"",""Waffle House"",""BP"",""Chevron""]",[],"[1600,1562,1566,1564,1598,1713,1735,1632,1394,1312,1324,1362,1418,1440,1409,1520,1716,1886,1748,1667,1631,1632,1632,1599]","{""Monday"":1460,""Tuesday"":1421,""Wednesday"":1411,""Thursday"":1214,""Friday"":1394,""Saturday"":1700,""Sunday"":1462}"
132450001005,1538352000,1541030400,34726,5981,"{""132450102041"":109,""132450102013"":94,""130730303082"":87,""132450016021"":84,""132450102043"":70,""130730303042"":68,""132450102011"":65,""132450016011"":61,""130730305051"":59,""132450016022"":58,""130730301023"":58,""130730304022"":58,""132450011001"":54,""132450101062"":53,""130730301031"":52,""130730301022"":52,""132450016023"":50}","{""132450110001"":238,""132450011001"":197,""132450010003"":61,""132450110002"":61,""132450102043"":54}",10227,"[""Circle K Stores"",""Chick-fil-A"",""Shell Oil"",""Publix Super Markets""]","[""walmart"",""mcdonalds"",""Circle K Stores"",""Shell Oil"",""Chick-fil-A"",""starbucks"",""Waffle House"",""SUBWAY"",""Dollar General"",""Family Dollar Stores""]",[],"[1004,886,865,840,860,963,1203,2640,2510,2376,2308,2519,2752,2542,2915,3317,2955,3529,2809,2284,1874,1565,1316,1127]","{""Monday"":6015,""Tuesday"":6258,""Wednesday"":6197,""Thursday"":4644,""Friday"":4910,""Saturday"":3573,""Sunday"":3129}"
150010207011,1538352000,1541030400,79919,7182,"{""150010210053"":183,""150010210033"":135,""150010206004"":118,""150010208011"":113,""150010210051"":106,""150010209003"":103,""150010210054"":94,""150010210102"":94,""150010210052"":82,""150010205005"":82,""150010210112"":81,""150010210101"":76,""150010208012"":75,""150010210032"":73,""150010208024"":72,""150010210132"":72,""150010207022"":72,""150010211063"":72,""150010210031"":71,""150010210103"":71,""150010210111"":71,""150010206002"":69,""150010208022"":68,""150010205004"":65,""150010211062"":64,""150010203003"":59,""150010207021"":59,""150010212021"":57,""150010210133"":57,""361190094001"":56,""150010206003"":56,""150010207012"":55,""150010207013"":52,""150010207023"":51,""150010201001"":50}","{""150010205004"":129,""150010205005"":95,""150010206002"":66,""150010204001"":65,""150010203001"":59,""150010210131"":58,""150010203003"":57,""150010210132"":56}",18653,"[""Target"",""Good Neighbor Pharmacy"",""CVS""]","[""Target"",""walmart"",""CVS"",""mcdonalds"",""Good Neighbor Pharmacy"",""Pizza Hut"",""starbucks"",""Costco Wholesale Corp."",""The Home Depot"",""Shell Oil""]","[""Good Neighbor Pharmacy"",""mcdonalds"",""Taco Bell"",""Pizza Hut"",""Jack in the Box"",""Vision Source"",""Beltone"",""Baskin Robbins"",""O'Reilly Auto Parts"",""Texaco""]","[2441,2121,2038,2040,2390,3096,4999,7523,5256,5380,5585,5948,6516,6711,7696,7956,8095,8022,7259,5498,4713,4333,3322,2706]","{""Monday"":12840,""Tuesday"":13492,""Wednesday"":11965,""Thursday"":10759,""Friday"":11400,""Saturday"":9855,""Sunday"":9608}"
160179501001,1538352000,1541030400,4267,1485,{},{},84448,"[""walmart"",""starbucks"",""ConocoPhillips"",""TownPump Convenience Stores"",""The Home Depot"",""Chevron"",""mcdonalds"",""Good Neighbor Pharmacy"",""Exxon Mobil""]","[""ConocoPhillips"",""walmart"",""Exxon Mobil"",""Safeway"",""Costco Wholesale Corp."",""The Home Depot"",""Ace Hardware"",""Chevron"",""Good Neighbor Pharmacy"",""United States Postal Service (USPS)""]","[""United States Postal Service (USPS)"",""Do It Best""]","[671,706,692,672,691,689,745,819,788,731,718,697,703,709,726,716,688,720,737,683,636,650,650,641]","{""Monday"":856,""Tuesday"":601,""Wednesday"":599,""Thursday"":551,""Friday"":573,""Saturday"":525,""Sunday"":562}"
170310702002,1538352000,1541030400,36224,12468,"{""170310710001"":84,""170310707001"":76,""170310703001"":65}","{""170318391001"":260,""170313201002"":119,""170318391002"":93,""170310710001"":79,""170310712002"":76,""170313204001"":73,""170318422001"":64,""170310818003"":59}",11107,"[""Dunkin' Donuts""]","[""starbucks"",""Dunkin' Donuts"",""mcdonalds"",""Walgreens"",""Target"",""Jewel-Osco"",""BP"",""SUBWAY"",""Shell Oil"",""Potbelly Sandwich Works""]","[""FedEx"",""CUTERA""]","[1610,1475,1323,1170,1131,1234,1780,3046,2731,2452,2352,2446,2477,2477,2644,2670,2714,2850,2908,2679,2478,2394,2103,1903]","{""Monday"":5244,""Tuesday"":5175,""Wednesday"":5410,""Thursday"":4550,""Friday"":5417,""Saturday"":5723,""Sunday"":4705}"
170311605023,1538352000,1541030400,31322,11029,"{""170311604001"":81,""170311605012"":61,""170311605022"":59,""170311604002"":52}","{""170318391001"":138,""170318437001"":76,""170318318005"":68,""170318318004"":60,""170313201002"":54}",6050,[],"[""mcdonalds"",""Walgreens"",""Dunkin' Donuts"",""starbucks"",""Jewel-Osco"",""BP"",""Target"",""SUBWAY"",""Shell Oil"",""7-Eleven US""]",[],"[1546,1349,1277,1211,1267,1392,1860,2766,2340,1832,1780,1819,1941,1879,2203,3033,2861,2872,2726,2472,2015,1880,1871,1624]","{""Monday"":5082,""Tuesday"":5051,""Wednesday"":4897,""Thursday"":3963,""Friday"":4279,""Saturday"":4108,""Sunday"":3942}"
170317003013,1538352000,1541030400,59807,19287,"{""170317002002"":82,""170317003011"":78,""170317003012"":73,""170317001001"":63,""170317002004"":60,""170317003021"":58,""170317003024"":58,""170317004013"":57,""170317004011"":57,""170317003023"":56,""170317004023"":51,""170318209011"":51}","{""170318209011"":184,""170318391001"":142,""170316505003"":67,""170318209021"":55,""170313204001"":50}",9495,"[""Party City""]","[""mcdonalds"",""Walgreens"",""Dunkin' Donuts"",""walmart"",""BP"",""Dollar Tree"",""Jewel-Osco"",""SUBWAY"",""Target"",""Shell Oil""]","[""Party City"",""Maytag"",""GameStop"",""Lowe's"",""Little Caesars"",""Baskin Robbins"",""Dunkin' Donuts"",""AutoZone"",""Wingstop"",""Mattress Firm""]","[2864,2724,2626,2774,2971,3224,3835,4727,4499,3908,4070,4619,4787,4914,5339,6081,5710,6018,5886,5466,4924,4035,3620,3259]","{""Monday"":9043,""Tuesday"":9189,""Wednesday"":9347,""Thursday"":7705,""Friday"":8246,""Saturday"":8535,""Sunday"":7742}"
170318036081,1538352000,1541030400,127648,19840,"{""171118713051"":165,""170978644102"":152,""171118711041"":136,""170318042022"":111,""170318042012"":111,""170978644032"":106,""170318042024"":104,""170978644072"":103,""170978644122"":100,""170318036033"":95,""170978609061"":95,""170318036104"":93,""170978644121"":92,""170978643071"":91,""170318036101"":89,""170978644112"":87,""170318042011"":85,""170978642051"":85,""170318041021"":82,""170318036031"":81,""171118714023"":80,""171118711061"":80,""170978644071"":80,""170318036082"":77,""170978643081"":76,""170978641012"":75,""170318041022"":75,""170978643051"":73,""170978643083"":71,""170978644092"":69,""170978644021"":69,""171118713062"":67,""171118711081"":66,""170978644081"":66,""170978644083"":65,""170978644101"":64,""170898507012"":63,""171118715003"":62,""170318042013"":62,""170978644113"":61,""170898501012"":61,""170318041042"":60,""171118711072"":60,""171118713061"":60,""171118713071"":59,""170978643032"":59,""170318041023"":57,""171118713063"":57,""171118708092"":56,""170978643031"":56,""170318041052"":54,""171118713041"":54,""170978643033"":53,""170978644111"":53,""170978644082"":52,""171118714042"":51,""170978643062"":51,""170978644031"":51,""170318037022"":51,""170318042014"":51,""170978643082"":50,""171118713073"":50,""170318036054"":50}","{""170978643083"":226,""170978644081"":211,""170318041023"":174,""170318391001"":126,""170318046033"":115,""170318036054"":105,""170978645141"":89,""170318042022"":89,""171118713052"":87,""170318046031"":81,""170318042012"":63,""170318016011"":62,""170978648021"":61,""170978645211"":56,""170978642051"":54,""170318036103"":54,""170318030052"":54,""170978645054"":53,""170318039012"":52,""171118715003"":51,""170312801002"":50}",16330,[],"[""mcdonalds"",""starbucks"",""Walgreens"",""Jewel-Osco"",""Target"",""walmart"",""Shell Oil"",""Costco Wholesale Corp."",""Dunkin' Donuts"",""BP""]","[""Champions"",""Benjamin Moore"",""Ace Hardware""]","[3140,2866,2799,2803,3031,4284,7749,11505,12417,8145,7849,8548,8828,8692,9522,12621,13508,13824,11742,8138,6486,5554,4410,3597]","{""Monday"":20180,""Tuesday"":21277,""Wednesday"":20795,""Thursday"":17250,""Friday"":17424,""Saturday"":16793,""Sunday"":13929}"
